x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,method,true_ll
609.3747929373931,609.2861073978129,609.1970796903042,609.1067461285711,609.0145122453396,608.9197658424673,608.8218724206527,608.7201704126928,608.6139661841153,608.5025287665921,608.3850842869433,608.2608100529033,608.1288282570167,607.9881992557785,607.8379143839993,607.6768882591568,607.5039505323366,607.317837041599,607.1171803222242,606.9004994321294,606.6661890491087,mnl,81568.33940064537
609.5326579081593,609.4536358145269,609.3765528412041,609.3002482405864,609.224210402419,609.1479266551905,609.0708793703088,608.9925420176878,608.9123751433071,608.8298222409649,608.7443054873438,608.6552213130926,608.561935779464,608.4637797308678,608.3600436934939,608.2499724910012,608.132759545013,608.0075408332341,607.8733884742251,607.7293039106007,607.5742106651014,mnl,81568.33940064537
609.1782790080906,609.126035845431,609.0748399753647,609.0220061692526,608.9672056943527,608.910093724975,608.8503066837875,608.7874594240711,608.7211422309483,608.6509176179679,608.5763168932899,608.4968364701926,608.4119338920864,608.3210235439619,608.2234720171982,608.1185930953216,608.0056423239876,607.8838111294026,607.7522204448178,607.6099138050922,607.45584986615,mnl,81568.33940064537
609.3239165793639,609.2489554208878,609.1741179322707,609.0980234281014,609.0201747947867,608.9400599739456,608.8571479382517,608.770884500671,608.6806879199867,608.5859442681685,608.486002520076,608.3801693262794,608.2677034270164,608.14780966322,608.0196325377765,607.8822492783802,607.7346623503254,607.5757913648122,607.4044643270754,607.2194081646012,607.0192384751717,mnl,81568.33940064537
609.4018509288144,609.3453615180915,609.2890736787085,609.2322502452589,609.1745002768002,609.1154238182644,609.0546087803232,608.9916277138109,608.9260344554787,608.8573606188438,608.785111903795,608.7087641988765,608.6277594471903,608.5415012473823,608.4493501590769,608.3506186821469,608.2445658767538,608.1303915909084,608.0072302617627,607.8741442552273,607.7301167089463,mnl,81568.33940064537
17864.558266873908,1923.5397580718127,1378.5324413536146,1171.3006336966355,1020.7182972404262,905.2718302619614,814.8814151182887,742.760929465032,684.166407696408,635.7334571403189,595.0425655452855,560.3287216489261,530.2862551672006,503.9363648754079,480.53610277523694,459.5150398560072,440.43062800570624,422.93633809174935,406.7586308717582,391.6801050364593,377.5270143430971,random,81568.33940064537
14791.352146597128,1247.285954814739,916.6030654044298,819.1235969358531,743.9131121935206,681.4522329671308,628.5178183543903,582.970524942124,543.2717350530147,508.2852190564445,477.15675086124975,449.2345085690031,424.01432393453433,401.1010702263593,380.1809533647174,361.0013749102509,343.35616035909334,327.0746466736309,312.0135767386673,298.0510519173404,285.08200240736187,random,81568.33940064537
10456.909263971611,1431.1288226937904,1091.5854937110125,937.9346825263492,827.2589410360524,742.8400871348131,676.3139045750431,622.5687246123125,578.2661694316776,541.1209098740947,509.5130931598396,482.26297235893435,458.4920787858573,437.53394287545234,418.87471484954585,402.11257372185355,386.9293346918712,373.0701964789332,360.329049877997,348.5376645728393,337.5576298205997,random,81568.33940064537
14375.114123762018,1311.2201797030139,958.3733304977213,837.2874094746076,747.2477189940546,674.9253551387374,615.3910684572184,565.64729977776,523.6193282214226,487.7709864022763,456.92400304149487,430.15955111241783,406.75532600558654,386.14039308048086,367.86097115831217,351.5540820720198,336.9272415001469,323.74284713264205,311.8061981781357,300.9562999797199,291.0587940747064,random,81568.33940064537
9449.375961387996,993.8185423071263,761.9646414912277,676.036292932491,610.6716228223377,557.47987945567,513.0066005421104,475.1121156620502,442.36241514731955,413.7356897954887,388.4696949628851,365.9772771318676,345.79602172703017,327.55606423497375,310.95826720652985,295.7587176714296,281.75730626739096,268.7890726391197,256.7175027572521,245.42925068923796,234.82992916059447,random,81568.33940064537
16717.493126682763,2198.4276707781537,1573.877919143706,1302.557353089258,1102.0120135426841,946.3380748227792,823.5591660720092,725.5611091997853,646.396371706549,581.6198255289637,527.89875028604,482.7343161917961,444.2509916355193,411.0371002353495,382.0254983969062,356.4051873467979,333.55620855979214,313.00174813409103,294.37282010773197,277.38209383992944,261.8043584685802,random,81568.33940064537
11716.357980706147,1405.6967538841418,1050.9233937595272,929.6467674959422,838.450049049381,764.7857955901709,704.0850413067383,653.3176161153533,610.2992523599532,573.4048224059516,541.4028051778296,513.3482105525909,488.5086410120275,466.3113204791007,446.3043719426205,428.12816004734486,411.4938852097257,396.16747040826885,381.95736128989665,368.7052625331271,356.27910923198215,random,81568.33940064537
14659.077563983272,1772.8875752580643,1225.6207372382778,1040.304166747388,912.1422412854881,813.6642975037103,734.9944006836595,670.4840984967013,616.5112968183093,570.633541217132,531.143936097229,496.8078486918239,466.7001504631189,440.1046718589787,416.45261909265537,395.28429348436475,376.2240300497069,358.96256428222114,343.2438524059253,328.8548785433377,315.6176540736051,random,81568.33940064537
18166.23591285295,1887.83977986034,1213.7646460334072,1052.5669272910018,942.6528515161044,855.3556164582405,784.0652902819857,724.8239251170162,674.8174648893473,631.9888802578644,594.8139715850266,562.1491258260212,533.125688416927,507.07619802812405,483.4824531834456,461.93852506030817,442.1240314443421,423.78450258071825,406.71669944853056,390.7574424172926,375.7749813901901,random,81568.33940064537
14504.145241080943,1436.5305078974052,1075.07195746238,954.0515073876013,859.4078386972542,780.0568914383184,712.261356369956,653.7218684752734,602.8011534944817,558.2366017385066,519.0148898395128,484.30978323318413,453.44438044246635,425.86341906286543,401.11081332853064,378.8109145712806,358.65293637660216,340.37816945574014,323.7696134047728,308.6436492494977,294.8434000972047,random,81568.33940064537
14411.011458929162,2002.1621651438472,1354.8842354212393,1152.766040636372,1018.4868460272264,915.9701806439407,834.6720988522138,768.8033663281385,714.5182876388862,669.1002454443369,630.5757363304583,597.4837908262562,568.7252968703106,543.4609982646798,521.0411594342586,500.95634853761294,482.8024943767814,466.255711963051,451.0539081002935,436.98316528488067,423.8675458719663,random,81568.33940064537
17556.664163882786,1719.7308433308062,1297.8921471548529,1111.4579947545717,969.1597027875396,856.208746744378,765.2863857926714,691.3387795272283,630.5890312821721,580.1392419327021,537.7617218582309,501.75264678586973,470.8128811062779,443.950679782487,420.4052301030024,399.58849718891724,381.0418415513559,364.40394231879327,349.38712951441994,335.75988879654324,323.3338774401782,random,81568.33940064537
17631.010522670374,1331.3154172247014,986.9644049611961,878.9082704495522,793.637632932252,722.2865457346488,661.6975512552599,609.7022875918192,564.6801671324793,525.3868882158131,490.8508474618575,460.30310556715995,433.12769550715166,408.8255031106528,386.98768623851356,367.27596158967935,349.40787886564794,333.14572378054436,318.2880632377928,304.66321927995887,292.1241598195629,random,81568.33940064537
11751.027389844021,1625.596534692042,1203.5344220927946,1076.6964821503352,984.3309934982681,909.3440026318567,846.6324616221536,793.1747438365564,746.9778667848732,706.6422188999422,671.1321661615948,639.6492043554317,611.5587363486557,586.3456788390467,563.5859735782287,542.9271613054152,524.0743591437058,506.7796548822371,490.8338086667354,476.0596125251759,462.3065019134956,random,81568.33940064537
20515.69661005083,1949.6895748059178,1021.447417478761,851.5071132521844,769.4924162192765,711.3544681913918,664.941094088601,626.1324857882864,592.7814118354581,563.5207374507154,537.40907411855,513.7743097287312,492.12573264977254,472.0986135606363,453.4173239189404,435.87018117318803,419.2921046588308,403.5525865543168,388.54729413989116,374.19213944823423,360.41900990437716,random,81568.33940064537
869.6784528924472,614.0785246512096,612.7469299968798,611.455234894529,610.1900098071055,608.941524132053,607.7004254767089,606.4576496540249,605.2043410246843,603.9317819584394,602.6313305920194,601.294366349146,599.9122429502895,598.4762488809647,596.9775755081064,595.4072932453564,593.7563363549707,592.0154971514567,590.1754305176437,588.226669762691,586.1596549286478,plus,81568.33940064537
764.732221027065,609.2841664145235,608.130822695719,606.9714234479179,605.7971406128636,604.5998027036694,603.3712789041019,602.1034369967238,600.788109157671,599.4170657851646,597.9819977565494,596.4745076853724,594.8861109041318,593.2082470246532,591.4323030205269,589.5496488252684,587.5516864317033,585.4299134038156,583.1760015532927,580.781891274979,578.2399016699928,plus,81568.33940064537
692.7887923883973,614.0460901935585,612.8948652823601,611.7754072011157,610.6785319252085,609.5961334779713,608.5203927527182,607.4437130291772,606.3586632014776,605.2579280519567,604.1342651433661,602.9804680989037,601.7893362173345,600.5536505318596,599.2661565714952,597.9195542139496,596.5064951378008,595.0195884751884,593.4514153358032,591.7945529107965,590.0416088566999,plus,81568.33940064537
736.9510873331164,609.4586325998098,608.1168327077758,606.7795757383428,605.4359168447263,604.0767702615412,602.6931911579013,601.2763190400146,599.8173295699817,598.3073945529759,596.737650126699,595.0991733969859,593.3829679482733,591.5799588220834,589.6809976944933,587.6768790884234,585.5583685231686,583.3162435182312,580.9413483209937,578.4246631071874,575.757388190279,plus,81568.33940064537
750.472461595331,621.152915526749,619.2963156766491,617.5570548632677,615.9144010904711,614.3525599080749,612.8571384014795,611.4149101828953,610.0136142391857,608.6417812689324,607.2885827236896,605.9436987110093,604.5972016815358,603.2394534517807,601.8610136379575,600.4525580218178,599.0048057557578,597.5084546550934,595.9541241375991,594.332305657168,592.6333207540883,plus,81568.33940064537
702.856190538514,610.3553948703193,609.312952346314,608.2715420245222,607.2232281092874,606.1610138952674,605.0779223023128,603.9669548879319,602.8210556752019,601.63307980838,600.3957672198885,599.101721634288,597.7433953746513,596.313080562788,594.802907427933,593.2048505421553,591.5107438887935,589.7123057278368,587.8011742466333,585.7689549594506,583.6072807370219,plus,81568.33940064537
686.6406974586716,613.1353593970271,611.7534850422526,610.3898992296163,609.032908242807,607.6717853976006,606.2960343267187,604.8953108535497,603.4593571023579,601.9779474085226,600.4408459748229,598.8377765418845,597.1584046229982,595.39233309681,593.5291121479095,591.5582646853436,589.469328440784,587.2519159318763,584.8957933580386,582.3909792476188,579.7278632858361,plus,81568.33940064537
817.537884557838,608.1787738916319,606.7541700598667,605.3289978758112,603.8877742060722,602.4214806728269,600.9211295614659,599.37772217374,597.7822150711145,596.1254940869258,594.3983565662638,592.5915024611168,590.6955350522476,588.7009721863578,586.5982690014207,584.3778531476128,582.0301734940294,579.545763215574,576.9153179772984,574.1297896497272,571.1804955922562,plus,81568.33940064537
702.6310609478387,612.9518716266466,611.7063093719044,610.4928261105815,609.3014140778396,608.1228499435383,606.9482916187553,605.7691904034873,604.5772137761378,603.3641775294091,602.1219862970902,600.8425817990355,599.5178983854712,598.1398256859829,596.7001783706946,595.1906732168427,593.6029138381127,591.92838358476,590.1584472476534,588.2843623037625,586.297300511098,plus,81568.33940064537
907.0176264663314,613.8395769706985,612.2508138546691,610.698552119924,609.1649611813627,607.637354213075,606.1034760394541,604.5513843762601,602.9693486708857,601.345764788537,599.6690845833073,597.9277599027555,596.1102010252798,594.2047499153268,592.1996690187952,590.083146589197,587.8433197409904,585.4683165453462,582.9463185003842,580.2656446042383,577.414858004413,plus,81568.33940064537
1156.9227740787028,609.6361050019332,608.5322510723636,607.4520897891925,606.3825354433211,605.316608346795,604.2475345967978,603.1686866322416,602.0735287553252,600.9555667434033,599.8083009828697,598.6251826945809,597.3995729479502,596.1247042844188,594.7936448940163,593.3992654132308,591.9342085444514,590.3908618358691,588.7613341092947,587.0374361836439,585.2106667139306,plus,81568.33940064537
647.8848875656549,611.6943733883381,610.3521201539843,609.0249864630896,607.7029123156826,606.3767385023384,605.037509656162,603.6764103770547,602.2847099172213,600.8537149727927,599.3747303976124,597.8390278748557,596.2378227919544,594.5622597424663,592.8034072467999,590.9522624194797,588.9997664203984,586.936831597166,584.7543812487129,582.4434029017866,579.9950158808933,plus,81568.33940064537
881.5668478558364,616.9446987460542,615.5133948172152,614.1369635908923,612.8006890148827,611.4943567542214,610.2081768126955,608.9326897841092,607.6586827602878,606.3771135931747,605.0790426207095,603.7555712291505,602.3977868639631,600.9967143283138,599.5432734162605,598.0282431364758,596.4422329765366,594.7756618482526,593.0187455357955,591.1614936335973,589.1937171082245,plus,81568.33940064537
667.7871479461173,619.9716530501755,618.0781015469693,616.2659726102283,614.519058581558,612.8229390991037,611.1641087788594,609.5298214981158,607.9079577158845,606.2869118127273,604.655497178057,603.002867352363,601.3184520198556,599.5919070533855,597.8130781561049,595.9719779205916,594.0587763483345,592.0638050316338,589.9775752959104,587.7908106263203,585.4944936491374,plus,81568.33940064537
835.937994049309,612.9069981097127,611.5182708916836,610.1573542482656,608.810064736841,607.4661016741011,606.1154275845183,604.7481840655819,603.354617957375,601.9250169577135,600.4496542671259,598.9187421444803,597.32239452879,595.6505991360755,593.8931996692845,592.0398889901553,590.0802142783359,588.003595349961,585.7993573995773,583.4567794672621,580.9651598866185,plus,81568.33940064537
2290.4731496548484,507.2176773755491,473.42544453032315,454.85044620223925,437.1596724251285,420.1009735818225,403.61805385228945,387.67271239182446,372.2388529785676,357.29949443534133,342.84430506569333,328.8675618697598,315.36647863243707,302.339858020292,289.7870292751177,277.70703644469904,266.0980440166313,254.95692845351005,244.27902602725953,234.0580096754711,224.28587024616718,extra,81568.33940064537
3090.533432038792,598.0680265879928,533.8634267241578,514.5187946538208,497.6999066776625,481.87231981914374,466.87448449876683,452.6175412907469,439.0350609227753,426.07685092768224,413.7051198583504,401.89141086954623,390.61411916752695,379.85648800534545,369.60500514642627,359.84813903740724,350.5753648218961,341.7764368650678,333.44086837099167,325.5575813739997,318.1146929560782,extra,81568.33940064537
2916.870750291506,537.5209573971078,477.3017274096055,456.20583963139507,437.04208979687246,418.9752906818903,401.90131627795927,385.74581280886196,370.4460461708659,355.94763346694526,342.2022793320066,329.16612044139765,316.7985499802453,305.0614137592056,293.9184875773499,283.3351616443688,273.27827205070935,263.7160316188674,254.61802312344662,245.9552269470878,237.70006280932284,extra,81568.33940064537
5954.474656594612,595.0696387522621,533.5461761839688,521.5452280092286,510.57208572223317,500.09975137060974,490.04853013911634,480.35501558518445,470.9659634538548,461.8367060151504,452.92990625409584,444.2145456841099,435.66509323299397,427.26081345068815,418.98518082808005,410.8253739261854,402.7718286758318,394.81783492752584,386.95916433777893,379.1937211318873,371.5212102732039,extra,81568.33940064537
3410.103649171244,419.24295064722537,356.92834289735765,335.6637199178658,316.0550544379512,297.4070748540107,279.7026859745092,262.942883614116,247.1288698225544,232.25854675930168,218.32421224727295,205.3111780405452,193.19725161352835,181.95295974581677,171.54234528802044,161.9241468833061,153.0531755280099,144.88172702868178,137.360907588416,130.44179214641917,124.07637443493877,extra,81568.33940064537
7267.852638707613,551.8624202342035,470.46997694537276,461.1379305589944,452.8745272757951,444.8308201567852,436.9707239855925,429.2706275740493,421.70997330399405,414.27111987632816,406.9393456939288,399.70285681061796,392.5527742206468,385.48308176748105,378.4905215408362,371.5744292636664,364.736507627691,357.98054063066957,351.3120565216959,344.7379508022277,338.26608367593144,extra,81568.33940064537
4544.065468551475,550.2083958249423,480.23499404657923,461.0394280803157,443.8811015962856,427.95959634809697,413.08802783752617,399.12328301354137,385.95017949247267,373.4747560739779,361.6193372921989,350.31884605540836,339.5180453301,329.16947576226084,319.231916114295,309.6692363560869,300.4495445652137,291.5445520664216,282.92909885713016,274.58079493146215,266.47974369092844,extra,81568.33940064537
3308.50046273059,508.2129768386221,465.7267963098857,446.0782954993774,427.77679607024766,410.4192007534584,393.8795422764524,378.0608029051655,362.88650676184625,348.29661608127935,334.2441824880225,320.69258153409464,307.6132294807758,294.9837061516446,282.78622601603274,271.0064113018161,259.63232739396335,248.65374380498542,238.0615852346964,227.8475380109303,218.00377845736512,extra,81568.33940064537
4517.604936101707,557.5592096584005,490.64148361305706,470.66263218349195,452.6647275093419,435.9298205612722,420.2901871290669,405.6108083718864,391.77855308697326,378.6984802799416,366.29076409197296,354.4881004843337,343.23354280173953,332.47871195699554,322.1823280470271,312.30901359366544,302.82832300357404,293.71395751328964,284.9431295153772,276.4960446611076,268.3554745211877,extra,81568.33940064537
3432.2755498166807,589.1691857118567,553.4670663778379,536.9514457812038,521.707635113431,507.4141310093837,493.93430995177187,481.155843359782,468.98450982665236,457.34060734533705,446.15623765904456,435.37324763411016,424.941668424799,414.8185280024045,404.96694017693517,395.3553950595815,385.95719323391677,376.7499796895863,367.71534455280926,358.83846640842967,350.10778100893367,extra,81568.33940064537
2462.472431304006,538.3912695356703,502.7107768947171,486.0351572325744,470.80555529447156,456.58474748967274,443.2017270094657,430.522768107272,418.44104122363206,406.8710326111177,395.74427503287734,385.0060186053306,374.6126021066302,364.52934938693943,354.7288630093535,345.1896227615798,335.89482301117096,326.83140203043877,317.9892299544881,309.36043125690776,300.93882363828016,extra,81568.33940064537
4656.922531999022,587.737016271145,540.0773265313328,522.7374078643334,506.59588403721864,491.2169045517512,476.4794830309693,462.29269876136095,448.58621588902315,435.3056259260775,422.40890595767996,409.86366104845365,397.6449513335101,385.73356471287843,374.11463670821104,362.7765466677665,351.71003833670693,340.9075256958604,330.36255383421667,320.06939076170966,310.02273037577106,extra,81568.33940064537
4341.439389727791,571.7061451757618,527.4550529433909,510.45043014014664,494.877141032237,480.25630869192537,466.42856780823786,453.2721754090453,440.6928825662326,428.61857921055343,416.9948969577672,405.78154355005245,394.949231210383,384.47710023022955,374.35056830952817,364.5595549476275,355.09704008202243,345.957919759574,337.13812177901855,328.6339435165137,320.4415743502177,extra,81568.33940064537
3876.634664170677,498.2134330320987,438.5566609222151,418.36624747683527,400.3533496607415,383.7474549301551,368.3228300408955,353.913181591779,340.390736409885,327.65577774785925,315.6290461739263,304.24616930555203,293.45359389757505,283.20563743441016,273.4623752471816,264.18814989233215,255.3505413728126,246.919675456782,238.86777646875998,231.16889296237787,223.79874143547204,extra,81568.33940064537
3218.9911437896953,561.6609369274229,511.3127519191912,497.6203320018103,485.41888553668105,473.73715206759516,462.49542982983985,451.64701966203575,441.1520092672872,430.97527144418564,421.0855184105603,411.4546825189318,402.0575403198163,392.87151051175897,383.8765585799847,375.0551491586957,366.39219989880803,357.87500543014903,349.4931145747978,341.2381566042168,333.10362207244907,extra,81568.33940064537
